ISO_COUNTRY_CODE,AWARD_VALUE_EURO,CRIT_CRITERIA
RO,,
FR,4705,1) le prix---2) valeur technique de l&apos;offre---2.1) nature et respect des clauses du CCTP---2.2) montants des garanties---2.3) exclusions formulées au titre des réserves---2.4) modalités de gestion des contrats d&apos;assurances et des sinistres. Ces éléments devront être précisés dans le mémoire du candidat.
IT,8448817.98,70
LT,,
FR,,Valeur technique
ES,1053230.08,
PL,,Samodzielna realizacja kluczowych elementów (części) zamówienia---Wykształcenie osób
BG,2556.5,
BE,,
UK,,
GR,,Η τιμή δεν είναι το μόνο κριτήριο ανάθεσης και όλα τα κριτήρια ορίζονται μόνο στα έγγραφα της σύμβασης
UK,116311.19,Quality
FR,,Caractéristiques techniques---Formation utilisateur---Maintenance; SAV; garantie---Performances du matériel---Praticité d&apos;utilisation
RO,896.89,
EE,2900,
FR,49792,Conditions et délais de livraison---Valeur technique
RO,,
DE,0.01,
RO,,
RO,,
PL,2.61,Termin dostawy
RO,37082.59,
DE,2149021,Allgemeines Ausschlußkriterium---Funktionalität---Lieferzeit---Muster eingereicht
RO,,
PL,82790.39,
SE,69883.18,Kvalitet/Funktion
BG,,
IT,,Tecnico
RO,82.19,
IT,1294520,Tecnica
MK,,
PL,51356.26,
LT,,
IE,600000,Agency commercial response---Agency reporting---Strategic planning and creative strategy---Team; operations and logistics
IT,2197012.71,a) qualità e adeguatezza della proposta---b) organizzazione del servizio---c) eventuali elementi aggiuntivi
ES,1350000,
RO,1521.33,
PL,18.32,
SI,244.16,sheme kakovosti
RO,,
ES,,Analíticas periódicas a determinados artículos---Precio ofertado---Uso de pallets de PVC; plástico u otro material similar al que sea absorbente
FR,3540512.02,Critères techniques sur la base d&apos;un mémoire technique
RO,,
IT,316598.81,
FR,1330000,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
SI,570567.63,
DK,2860.93,
SI,148.79,Embalaža---Več eko živil
RO,4266,
ES,,Centro de cría---Certificaciones ISO---Dotación de aves de presa---Equipo material---Equipo personal ofertado para realizar las actividades---Oferta económica
RO,,
DE,,
PL,1533332.56,
CH,21130477.39,Angebotssumme---Auftragsanalyse---Referenzen Schlüsselpersonen
RO,10254.36,
LT,,
HR,150112.56,Cijena---Rok isporuke
PL,1140.82,Czas dostawy zamówionych przedmiotów zamówienia w godzinach---Termin płatności za realizację przedmiotu zamówienia
RO,,
GR,11280,
CZ,62719.13,
RO,107875.16,
UK,455700.24,Quality and customer service
DK,,
PL,17451.6,parametry techniczne
FR,279453.35,
FR,3200,Service après-vente / assistance technique---Valeur technique selon éléments d&apos;appréciation
FR,152672,
ES,69600,
FI,6188870,
GR,,
PL,3035.01,
FR,3750,Valeur technique
DE,182394,
ES,1104,Certificado de calidad de producto---Precio
PL,,Okres gwarancji---Termin realizacji
PL,14193.97,Termin płatności
RO,695.42,
PL,,Serwis gwarancyjny na terenie RP przez autoryzowany serwis---Termin realizacji dostawy
SI,370.21,cena---kvaliteta
PT,,
RO,,
DE,380610,Garantie 30 %/Servicenetz 40 %/Ersatzteilieferung 30 %
HR,,rok isporuke
RO,9565.25,Componenta tehnica Ponderea alocată acestui factor este de maxim 20 %---Componenta tehnica Ponderea alocată acestui factor este de maxim 40 %
RO,260.47,
CZ,19072.97,
NO,,
LT,,
NL,,Marktconsultatie Ademlucht Totaal VNOG---Marktconsultatie Ademlucht Totaal VNOG
RO,,
FR,107000,Valeur technique de l&apos;offre
IE,,
PL,1072.06,
FR,30960,Valeur technique de l&apos;offre
HR,,Iskustvo glavnih stručnjaka
RO,189.66,
PL,11357.04,
PL,,
BE,,Moyens techniques et humains proposés---Planning phasé des travaux---Proposition de contrat de maintenance Omnium des installations électriques---Qualité financière de l’offre---Qualité technique de l’offre
BE,6650,APPROCHE PEDAGOGIQUE---CRITERE DU PRIX---QUALITE DES COURS
PL,5314.01,Termin dostawy---Termin płatności
UK,1459180.32,The most economically advantageous tender in terms of the criteria stated in the specifications; in the invitation to tender or to negotiate or in the descriptive document
RO,1085.28,
DE,0.01,Konzept
DE,1,
PL,,
RO,2833.41,
ES,7000000,Distintos criterios---Precio
RO,,
DE,,
BG,4857.35,Начин на изпълнение и организация на експертите; на които е възложено изпълнението на поръчката (ПНИ)
BG,,
PL,425270.45,
FR,46900,Valeur technique appréciée au regard du mémoire technique
FI,98000,Kokonaistaloudellinen edullisuus (hinta)
PL,,
FR,,Valeur technique
PL,25783.69,Termin dostawy---Termin reklamacji
ES,,
RO,58.5,
FR,889540,— adéquation de la solution aux besoins fonctionnels exprimés par le Sénat; principalement la facilité d&apos;utilisation et l&apos;ergonomie du vote de groupe---— esthétique; appréciée au regard des modalités d&apos;intégration des boîtiers de vote et câblage dans l&apos;environnement patrimonial et historique---— qualité de la prestation de maintenance et de support au regard des besoins exprimés par le Sénat---— qualité de la solution matérielle et logicielle au regard des besoins exprimés par le Sénat; principalement la fiabilité
LT,,
PT,95799,
EE,23000,
FR,,Choix des utilisateurs; qualité technique et fonctionnelle des dispositifs présentation; conditionnement; étendue de la gamme; possibilité de mise en dépôt---Conditions commerciales générales frais de port; minimum commande; escompte---Développement durable
SK,,
BG,,
DE,,
BG,,
DE,21900000,Leistung---Preis
RO,1027.1,
UK,170887.59,Exclusive publishing rights
SI,3712.88,Embalaža---Shema kakovosti
PL,123250.19,
FR,55613.1,Valeur technique
LT,,
RO,22032.33,
RO,59005.75,
AT,96000,Erhöhung der Gewährleistung---Erhöhung des Pönales---Preis
SI,,
RO,498787.85,
CZ,1880.81,
RO,59864.5,
CZ,38955.98,
PL,,
RO,,
FR,,Engagements du candidat en matière d&apos;information des Autorités Organisatrices concernant l&apos;exploitation des services---Engagements du candidat pour garantir le respect des horaires en toutes circonstances; ainsi que la continuité du service public de transport scolaire---Plan de formation et nombre d&apos;heures de formations---Âge moyen de l&apos;ensemble du parc de véhicules affectés au lot
FR,207488,Qualité
RO,6291.16,
FR,10000000,Projet proposé incluant le potentiel de développement du site; développement des capacités d&apos;hébergement en nombre et en qualité; de la fréquentation ainsi que le montant des investissement alloués---Proposition de redevance---Étude financière; garanties proposées et solidité du montage financier
UK,1.14,Quality
ES,400000,
FR,668229,Technique
DE,0.01,
IT,16844784,
FR,,Développement durable---Prix---Qualité du dossier technique---Sous-critère a proposition technique et adaptation aux prestations attendues---Sous-critère b conduite du projet de transfert et délais de mise en œuvre de la prestation---Sous-critère c système qualité
ES,142200,Máxima valoración cualitativa---Máxima valoración económica
SI,149.8,
CZ,599.92,Zpracování struktury a obsahu vzdělávacích akcí; včetně pracovních listů
PL,292023.45,Zakres pokrycia ryzyk fakultatywnych
PL,48742.32,
FR,,
SI,8000,
FR,146152,Adéquation de la proposition au marché
FR,136665,Note Technique
RO,450.26,
DE,,
PL,10896609.34,
LU,12,Quality
BG,,
RO,,
PL,3443.97,
PL,,
AT,7470930.5,
RO,,
SI,5744.84,Cena---Dodatne ugodnosti
PL,107934.66,
PL,,
FI,,
FR,701282.33,Qualité---Qualité de service
DK,474454.94,Kvalitet i opgaveudførelsen---Service
RO,767.07,
PL,210290.65,
PL,,
PL,32227.29,
SI,5464.3,
DK,237741257.15,
FR,1619131.8,Mémoire RSE---Mémoire technique
PL,378797.47,
PL,6173.76,
SE,472183.66,
BG,,
DE,1172729.17,
PL,,Termin realizacji
CZ,120712.89,
FR,,Valeur technique
PL,82940.35,
RO,9.86,
FR,28790,Valeur technique de l&apos;offre — gestion des interventions: procédure de prise en charge des appels---Valeur technique de l&apos;offre — moyens pris par l&apos;entreprise pour garantir des interventions sous une heure
SI,3000.42,
IT,16170,30---70
UK,113925060.1,1.1) Product catalogue — pass/fail---1.2) Product supply chain and sustainability — minimum score of 6---1.3) Product catalogue and ordering — minimum score of 6---1.4) Product delivery — minimum score of 6---1.5) Customer service — minimum score of 6---1.6) Product innovation — minimum score of 6---LOT 1) Product catalogue — pass/fail
BG,,Осигурена техническа помощ
PL,1998569.2,klimatyzacja przedziału pasażerskiego---rok produkcji autobusów
PL,,Dodatkowy dzień otwarcia PSZOK
PL,36.19,
CZ,5394.82,
FR,57743.28,
RO,,
FR,280000,Modes opératoires et organisation des prestations---Moyens humains et matériels de l&apos;entreprise---Valorisation des déchets verts
SE,3399722.36,
GR,21646.84,
RO,,
RO,7586.45,
RO,161507.18,Termenul de garantie---Termenul de livrare
RO,14509.81,
FR,174830,Valeur technique
PL,3835.04,
LT,,
IT,17500,
RO,,
FR,696000,Nombre et expériences professionnelles des contrôleurs dédiés à la vérification réglementaire---Qualité de l&apos;organisation proposée pour réaliser la mission
BG,,
DE,30497.19,
BE,749999.88,
RO,,
DE,345110.71,
UK,,Fir for purpose
RO,94.54,
CZ,15395660.75,
BE,,
CH,10496727.66,Selon les critères d&apos;adjudication publiés dans l&apos;appel d&apos;offres
FR,16.75,Composition et qualité des composants
FR,28000000,Critère technique; fonctionnel et qualité
DE,304335.66,
ES,,
DK,461607.53,Ergonomi---Kvalitet
EE,1200000,
FI,11734,
NL,1,Kwaliteitscriterium
DK,258501.76,Primæremballagens udformning
RO,58162.81,
RO,56.34,
RO,,
BG,500587.99,
SE,377746.93,Genomförandebeskrivning---Pris---Utformning av innehåll i teknisk byggbeskrivning---Utformning av volymstudie
PL,,
DE,,
PL,,Termin realizacji zamówienia
RO,,Termenul de livrare Se va puncta termenul ofertat pentru livrarea medicamentelor; termen calculat ca perioada cuprinsa intre data emiterii comenzii ferme de catre achi... detalii pe www.e-licitatie.ro
UK,103753.18,
IT,78,Qualità
ES,112425.54,
RO,,
FR,,
PL,,Koszt roboczogodziny serwisu pogwarancyjnego
SI,10851.67,
FR,233108.49,Technique
GR,747048.75,
FR,84083,Valeur technique
FI,2810000,Asiakastyytyväisyyskysely
LU,20,Quality
SI,1391,Cena---Dodatne ugodnosti
UK,,Service delivery levels; sector expertise/succession planning; security approach; added value; training provision; understanding of the requirements; delivery team
RO,74.18,
SI,,
RO,536.95,
DE,127350,
CZ,116787.42,
CZ,7485.39,
RO,,
UK,108228807.09,General and Category specific
PL,9467.61,
ES,45980.45,
CZ,1839.42,Nejnižší nabídková cena
LT,6250,
PL,6075.02,
DE,1,Kriterienkatalog
FR,320,
SI,144000,
IT,876960,
NO,355290.27,Environment---Quality---The total price in accordance with the price sheet
DE,,Qualität
BG,,
FR,34900,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
LT,129306.65,
RO,,
PL,10511.68,
CZ,,
SI,,Skupna vrednost
PL,1590.05,
LT,,
HU,,
PL,3781.18,
RO,,
SE,3777.47,
RO,438.02,
RO,,
RO,167.01,
ES,,Criterios de carácter social---Medios materiales. Características de la flota---Oferta económica
RO,,
UK,87722.3,
IS,400641.03,
DE,,
RO,1159.04,
FR,869711,Délais---Prix---Technique
LV,77050.68,
CZ,41425.31,
RO,59.43,
SE,661057.12,
PL,6332.84,
DK,,Uopsigelighed og evt. andre betingelser i forbindelse med realkreditlån; byggelån og projekteringskredit
HR,32836.88,Specifično radno iskustvo ovlaštenog inženjera geodezije
DE,1932419739,Qualität
LT,,
RO,25288.18,
BG,886.55,
HU,,3d topológia javítási lehetőségek (Topológia hibák felismerése / Topológiai hibák manuális javítási lehetősége / Topológiai hibák automatikus javítása)---Kezelhető CAD adatformátumok száma (min. 5 darab)
FR,6000000,Valeur technique
FR,127095.6,Critère 1) la valeur technique dont---Critère 1.1) intérêt thérapeutique et technique---Critère 1.2) prestations du fournisseur et performance environnementale---Critère 2) coût d&apos;utilisation
BE,,
RO,,
DE,0.01,
RO,601.86,
SE,944367.32,
PL,62.5,
DE,19714.29,
CZ,927.68,
PL,,Termin realizacji bieżącego zamówienia---Termin załatwienia reklamacji jakościowej
DE,172195.55,
SE,175652.32,
FR,372.07,
RO,,
SE,66105.71,Granskningsmedarbetare som är både auktoriserad revisor och certifierad kommunal yrkesrevisor
PL,980000,
FR,2000000,Capacité à s&apos;adapter aux technologies nouvelles---Dispositif et outils proposés pour la réalisation et le suivi des prestations décrites dans le CCTP---Dispositif mis en place pour le support et la maintenance des matériels et/ou solutions innovants; notamment ceux fonctionnant en mode On Premise.---Pertinence des compétences spécifiques mises en œuvre pour la réalisation des prestations Présentation des moyens humains (compétences; niveau d&apos;expertise...) pour répondre au besoin conformément à---Process de veille mise en œuvre par le candidat sur les matériels et/ou solutions innovants afin d&apos;assurer à ICDC la mise à disposition de matériels et de service de dernière technologie---Process et outil de traitement des incidents; service après-vente (SAV) et demandes en Run---Reporting mis en place pour suivre la qualité des services rendus des installations déployées et pilotées.
PL,,
PL,2736.64,
PL,61639.75,Cena oferty brutto---Oferowany okres gwarancji przedmiotu zamówienia---Oferowany termin realizacji zamówienia
BG,168399.43,
RO,,
IE,118320,
SE,236091.83,Offererad produkt tål maskintvätt i minst 40 grader C.---Offererad produkt tål maskintvätt i minst 60 grader C.--- Offererad produkt i textilt material uppfyller kriterier enligt Oeko-Tex 100 för produktklass II eller likvärdigt
FR,55000,Technique
RO,13.91,
RO,151.73,
ES,,Calidad técnica (Cláusula 12.d.1- PCAP)---Estructura de personal (Cláusula 12.d.4 PCAP)---Instalaciones (Cláusula 12.d.2 PCAP)---Planificación de medios (Cláusula 12.d.3 PCAP)
RO,67435.15,
DE,1,
PL,530528.67,
SE,755493.86,
RO,10501.68,
BG,,
RO,270.54,
SI,1661.11,Ekonomsko najugodnejša ponudba
UK,4716185.33,
RO,42.15,
LT,177042.74,
GR,,
RO,1819492.13,
NO,456801.78,Quality
RO,5731.99,
SE,12111.51,
LT,5454.49,
DE,10534817.57,
PL,8237.16,
ES,399334.05,Criterios cuantificables automáticamente---Criterios dependientes de un juicio de valor
RO,69.54,
RO,337.18,
SI,312.57,shema kakovosti
RO,25.41,
RO,,
PL,1418.83,Jakość - doświadczenie rzeczoznawcy---aktualizacja operatu w ramach zaoferowanej ceny
RO,2432.72,
SI,2763.4,sheme kakovosti
PL,17935.64,Ekologiczność---Krotność czynności dodatkowych
DE,0.01,Lieferverfügbarkeit---Preis
PL,328814.49,Okres gwarancji i rękojmi
RO,315.23,
HR,522350.77,Okolišne značajke emisije CO2 u atmosferu/km
PL,1198.79,
RO,7224.83,
SI,526000,
SI,55000,Več živil iz shem kakovosti
ES,217144.2,Estabilidad en el empleo---Mejoras en los servicios de prevención de la dependencia y promoción de la autonomía persoal---Metodología de intervención con personas con la tipología a la que se licita---Plan de formación---Ratio de personal de atención directa---Ratio de profesionales del centro de día para personas con alzhéimer y otras enfermedades neurodegenerativas; con una formación mínima de diplomatura universitaria
RO,,
PL,,Termin gwarancji
ES,1100000,Criterios cualitativos. Incremento del ámbito temporal de los gastos sanitarios---Criterios cualitativos. Mejoras asistencia sanitaria---Criterios evaluables a través de fórmulas
SI,1740.95,sheme kakovosti
RO,282.22,Termenul de livrare Se va puncta termenul ofertat pentru livrarea medicamentelor; termen calculat ca perioada cuprinsa intre data emiterii comenzii ferme de catre achi... detalii pe www.e-licitatie.ro
PL,,
PL,63993.04,
LT,,CO2 kiekis---Maksimali variklio galia---Siūlomos ir reikalaujamos automobilio garantijos skirtumas---Triukšmo lygis
CZ,116245.62,
DE,0.01,
RO,184677.34,
CZ,438815.74,
LT,,
PT,895633.2,
FR,,Valeur technique
FR,,Critère délai---Critère technique
FR,446214.05,La valeur technique de l&apos;offre
FR,190180,
AT,10549,Qualität
FI,15000000,Laatu
CZ,45142.19,
HR,,Implementirani sustav upravljanja okolišem prema normi ISO 14001
FR,3043552,Valeur technique
PL,134961.58,
RO,,
RO,3598.3,
PL,15776.25,Termin dostawy
PL,,Doświadczenie
FR,72000,Qualité des produits au vu de l&apos;échantillonnage; des fiches techniques ou des photos des produits
PL,,Klasa brakarska osoby realizującej przedmiot zamówienia---Realizacja zamówienia przy pomocy osób o odpowiednim doświadczeniu i kwalifikacjach---Samodzielna realizacja kluczowych elementów zamówienia---Stosowanie biodegradowalnych olejów
ES,5700,Oferta económica---Oferta técnica
LT,538.26,
HU,18260.07,
DE,609469.73,
GR,17853.21,
BE,5574.24,La durée et l’étendue de la garantie
RO,4.55,
SI,2608.86,
BG,,
NL,128830,Niet van toepassing
RO,,
PL,27810.44,
SI,902.52,
FI,203000,
FI,8000000,
HU,,
BE,,
RO,342.65,
PL,,Okres gwarancji---Parametry techniczne
PL,4297.28,
PT,1078800.1,Valia técnica da proposta
FR,537000,Délais et moyens mis en œuvre pour le respect des délais---Prix des prestations---Valeur technique
RO,37417.23,
BG,29087.74,
RO,,
UK,2306982.47,
LT,,
RO,11525.51,
DE,1,Sicherstellung der Flexibilität---zusätzliche Übernachtungskosten bei innerdeutschen Flügen
SI,5573.2,
EE,142101.73,
BG,488.8,
RO,3454.67,
ES,36580,
IT,3202381.86,Offerta tecnica
FR,667678,Qualité
SI,502.46,
LT,,
BG,183045.3,Качество на техническото предложение (КТП)---Професионална компетентност на персонала (ПКП)
UK,,
GR,84500,
SK,45000,
CZ,66765.13,
FR,4799689.5,Valeur technique jugée en fonction du mémoire technique
SI,14000,
FR,,
BE,2912,
PL,,
PL,35203.37,Doświadczenie badacza ilościowego dedykowanego do realizacji zamówieniaopisane w pkt. 12.2.2.A. SIWZ---Odsetek zrealizowanej próby badawczej stanowiący próbę kontrolną
DK,,Arbejdsmiljø og socialt ansvar---Kvalitet---Service
RO,,
RO,,
SI,18153.42,varnost in kakovost
SK,216557,
FR,,Choix des utilisateurs; qualité technique et fonctionnelle des dispositifs présentation; conditionnement; étendue de la gamme---Conditions commerciales générales---Développement durable
PL,420.09,Termin dostawy
FR,4000000,Valeur technique
PL,5532.86,
PL,5704.58,
HR,283452.45,Trajanje jamstvenog roka.
IT,422.16,
HU,417.21,Átlagos szállítási távolság
DE,0.01,
FR,34000,Valeur technique
DE,0.01,
SI,142270,
RO,,
CZ,2790519.4,
RO,,
PL,7813.66,Termin płatności
CZ,,Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 1/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 1/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 2/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 2/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 2/2---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/2---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/3---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 4/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 4/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 4/4---Nabídková cena v CZK bez DPH za 1 000 ks papíru archového s tlakovým lepením – laser min. 90 g/m2 o rozměru 230 cm x 12´´---Nabídková cena v CZK bez DPH za 1 000 ks papíru archového s tlakovým lepením – laser min. 90 g/m2 o rozměru 230 cm x 16´´---Nabídková cena v CZK bez DPH za 1 000 ks tabelačního papíru – InkJet min. 90 g/m2 o rozměru 240x12´´ (1UP)---Nabídková cena v CZK bez DPH za 1 000 ks tabelačního papíru – InkJet min. 90 g/m2 o rozměru 240x24´´ (1UP)---Nabídková cena v CZK bez DPH za 1 000 ks tabelačního papíru – InkJet min. 90 g/m2 o rozměru 250x12´´ (1UP)---Nabídková cena v CZK bez DPH za 1 000 ks tabelačního papíru – InkJet min. 90 g/m2 o rozměru 4500x12´´ (2UP)---Nabídková cena v CZK bez DPH za 1 000 ks tabelačního papíru – InkJet min. 90 g/m2 o rozměru 4700x12´´ (2UP)---Nabídková cena za vytvoření nebo změnu grafického návrhu v CZK bez DPH za 1 hodinu
FR,1195180,Performances en matière de protection de l&apos;environnement---Valeur technique
IT,900,Criteri indicati nella documentazione di gara
RO,,
RO,14072.87,
RO,,
SI,316,
CZ,29780.91,
FI,220000,Pisteytettävät laatuominaisuudet
UK,,
SE,453296.31,
SI,,
HU,,
SE,110.96,
RO,,
DE,2339535.4,
FI,233000,
PL,,
PL,,Cena---Termin realizacji dostawy
PL,,
RO,,
RO,2.36,
RO,18923.99,Propunerea tehnica
RO,878.96,
RO,16045.35,
FR,9000000,Critère technique
ES,,Ampliación de servicios---Criterio medioambiental---Precio
DE,0.01,
BG,467131.51,Срок за изпълнение (СИ)---Срок за изпълнение на СМР (ССМР)---Срок за проектиране във фаза работен проект (СП)
RO,6322.04,
RO,,
DE,475000,
IT,,
DE,7362.7,Preis---Qualitätskriterien (Qualitätsmanagement; Umweltverträglichkeit; Bemusterung)
FR,400000,Valeur technique
RO,1617.43,
PL,38556.4,
CZ,,Kvalita zdravotnických prostředků
PL,6173.68,Termin dostawy
BG,,
BE,619739.8,
IT,,Criteri indicati nei documenti di gara
FR,280306.76,Performances en matière de protection de l&apos;environnement---Valeur technique---Valeur technique facilité d&apos;utilisation---Valeur technique qualité des produits (fiches techniques et échantillons témoins)---Valeur technique résistance
FR,154000,Livraison---Technique
HU,,A felhívás III.1.3. M.2) pontja szerinti; a szerződés teljesítésében részt vevő szakember szakmai többlet tapasztalata; az előírt minimális létszámon felül (fő) [max. 950 fő]
DE,0.01,
RO,,
PL,982385.1,Samodzielna realizacja kluczowych elementów (części zamówienia)
PL,12099.78,gwarancja
PL,,Cena---Czas dostawy specjalnej---Czas dostawy standardowej
EE,,
PL,,cena---doświadczenie osoby wskazanej do dokonania migracji---funkcjonalność systemu---roczny koszt usługi serwisowej---termin dokonania migracji i weryfikacji bazy danych
RO,,
PL,1301.89,
EE,450,
RO,2386.11,
RO,64653.45,
PT,68731.95,
BG,,
RO,126.44,
RO,1805.58,
RO,149098.05,
DE,296036.32,
DE,,
FR,,
IT,2160,
ES,473820.19,Calidad social y responsabilidad social de la propuesta---Criterios de adjudicación de carácter medioambiental---Propuesta económica
PL,4746.84,Jakość
ES,,Calidad técnica---Disponibilidad sistema EDI---Precio---Unidad Minima de Pedido
PT,105504.43,Qualidade da proposta
PL,46.71,
HR,1190.08,Rok za isporuku
FR,267,Valeur technique
FR,16500,Prix---Valeur technique
SI,9357.64,
CZ,,Kvalita lektorského týmu
SI,348.58,
RO,1612.12,
ES,,Mejor oferta económica y otros criterios de evaluación automática mediante aplicación de fórmulas
FR,5286,
PL,3585.49,
FR,4158,Délai de livraison---Qualité de finition
RO,,
IT,375635.04,Offerta tecnica
DE,936041.52,
BE,,
DE,,Funktionalität---Referenzbesuche
RO,636.42,F1 – Factor de evaluare
FR,,Valeur technique
HR,160723.91,Odaziv na reklamaciju
IT,,
FR,10000,Valeur technique
PL,,
PL,8584.56,
FR,,Délai d&amp;#x92;exécution---Qualité (Evaluée au vu des échantillons présentés/demandés)
BG,,
RO,77.55,
FR,5500000,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
BG,11240.13,
HR,19842.28,rok isporuke
DE,261158,Anschlussraten und Bandbreite---Endkundentarif---Höhe der angebotenen Wirtschaftlichkeitslücke---Symmetrische Bandbreiten
IT,1227.6,
UK,,
PL,104453.65,Okres gwarancji
RO,2723.03,
BG,,Гаранционни условия в експлоатация (в месеци)---Срок на доставка (в календарни дни)---Цена (в лева)
SE,0.09,
RO,1403.47,
ES,,Ampliación del periodo de garantía de venta---Coste de adquisición
ES,5851297.21,Criterios cuya valoración depende de un juicio de valor (ved cláusula 8 del pliego específico)---Criterios técnicos de mejora de las infraestructuras; la calidad del servicio y certificaciones (ved cláusula 8 del pliego específico)---Oferta económica
UK,97949.87,
LV,,Cena par visu līzinga periodu (EUR bez PVN)---Garantijas nobraukums---Pirmā iemaksa
SI,,
HR,98678.89,Točka DON-a 6.9.a) Tehnički dio ponude
FR,80000,Valeur technique
DE,0.01,
PL,,
PL,24569.47,
FR,17736,
FR,26848.67,Environnement---Qualité
PL,12251.75,Termin dostawy towaru---Termin dostawy/wymiany reklamacyjnej towaru---Termin gwarancji/rękojmi towaru---Wysokość kary umownej za opóźnienie w dostawie sukcesywnej i w dostawie reklamacyjnej towaru za każdy dzień opóźnienia
FI,5500000,
SI,210.84,Varnost in kakovost živil
FR,618400,Valeur technique
PL,,cena---termin dostawy
DK,,
DE,1,
RO,125996.25,
RO,13172.19,
SI,980.58,
PL,2588.33,
PL,28926.03,Czas reakcji serwisu sprzątającego
FR,,3 criteres techniques
FR,39900,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché
CH,796388.97,1) Coût---2) Présentation de l&apos;entreprise---3) Références---4) Service de piquet---5) Protection de l&apos;environnement---6) Organisation prévue pour le chantier
RO,2422.35,
IT,,tecnica
ES,247500,Mejoras adicionales---Metodología de trabajo---Oferta económica
LT,,
RO,,Termen de livrare
GR,12705,
RO,531051.78,Criterii de performanta
PL,,
RO,,
BG,,
SI,791.5,drugi znaki kakovosti---ekološka embalaža---ekološko živilo
PT,,
DK,330125.5,
DE,,
FR,150000,Valeur technique
PL,403.04,
RO,1120.27,
BG,1329338.38,професионална компетентност на персонала
PL,,
FI,2500000,
FR,376,Démarche qualité du fournisseur- Actions en faveur du Développement Durable---valeur technique
RO,290.34,
PL,42217.52,Termin dostawy
PT,,
CZ,,
RO,94.51,
BG,5112997.24,
CZ,,
FR,30000,Délais---Valeur technique
NL,1,
RO,,
CZ,,
DE,83495.51,
SI,508.78,
CZ,6427736.66,
ES,,
DK,181379.84,
PL,133788.86,Doświadczenie pracowników posiadających odpowiednie kwalifikacje do pracy związanej z pozyskaniem drewna (uprawnienia do pracy z pilarką) - minimum 3 lata---Samodzielna realizacja kluczowych elementów (części) zamówienia
FR,66691.74,Prix de la prestation---Valeur technique
SI,37265.97,
SI,287,
ES,789415,Caducidad en el momento de la entrega---LINEA 900---PRECIO---Plazo entrega ordinario---plazo de entrega urgente
FR,221000,Capacité à travailler en partenariat avec un opérateur extérieur---Qualité fonctionnelle de la réponse au besoin---Références et savoir-faire dans le domaine concerné
RO,635.79,
FR,649471.3,Valeur technique
BE,20792.74,Conditions de conservation du produit ex-usine---Durée de conservation ex-usine---Excipients à effet notoire---Exhaustivité des dosages et des formes galéniques par DCI---Garantie d&apos;approvisionnement---Lisibilité et identification---Mode d&apos;administration---Nature de l&apos;emballage primaire---Prix---Prix d&apos;une livraison urgente---SAV---Stabilité après reconstitution/dilution
RO,,
RO,,
FR,3000000,Valeur technique
BE,3285.3,Algemeen concept per perceel---Design---Kwalitatieve eigenschappen en comfort---Waarborg
SI,1808.28,Cena---Kvaliteta
DE,4402647.78,
LV,116642,Piegādes attālums---Produktu kvalitāte
ES,,Diversos criterios valorables automáticamente; detallados en el Pliego de Cláusulas Administrativas
GR,4021.65,
SI,,Sheme kakovosti
MK,,
ES,44657.52,
CY,154800,
DE,,
FR,,Valeur technique de l&apos;offre
ES,1249744.52,No proceden dada la descripción detallada e inequívoca del suministro; que se trata de una exclusividad y que hay un solo oferente; y por tanto la concurrencia no queda vulnerada
FR,38144.4,
RO,15218.43,
PL,359669.97,
PL,10081.91,
DE,131333.16,
IT,,
PL,696101.78,
